Series Name,Country Name,Country Code,Year,Value
"Literacy rate, youth total (% of people ages 15-24)",IDA only,IDX,2018,79.7916412353516
"Literacy rate, youth total (% of people ages 15-24)",IDA total,IDA,2018,78.9306869506836
"Literacy rate, youth total (% of people ages 15-24)",Late-demographic dividend,LTE,2018,99.4328689575195
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean,LCN,2018,98.4613571166992
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2018,98.4519882202148
"Literacy rate, youth total (% of people ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2018,98.4680099487305
"Literacy rate, youth total (% of people ages 15-24)",Least developed countries: UN classification,LDC,2018,78.1298217773438
"Literacy rate, youth total (% of people ages 15-24)",Low & middle income,LMY,2018,90.5001373291016
"Literacy rate, youth total (% of people ages 15-24)",Low income,LIC,2018,73.1167602539062
"Literacy rate, youth total (% of people ages 15-24)",Lower middle income,LMC,2018,89.0001983642578
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa,MEA,2018,89.8097381591797
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (excluding high income),MNA,2018,88.5123825073242
"Literacy rate, youth total (% of people ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2018,88.3527069091797
"Literacy rate, youth total (% of people ages 15-24)",Middle income,MIC,2018,92.8232421875
"Literacy rate, youth total (% of people ages 15-24)",North America,NAC,2018,99.607551574707
"Literacy rate, youth total (% of people ages 15-24)",OECD members,OED,2018,99.1877365112305
"Literacy rate, youth total (% of people ages 15-24)",Other small states,OSS,2018,90.1829681396484
"Literacy rate, youth total (% of people ages 15-24)",Pre-demographic dividend,PRE,2018,74.1073532104492
"Literacy rate, youth total (% of people ages 15-24)",Small states,SST,2018,91.5119934082031
"Literacy rate, youth total (% of people ages 15-24)",South Asia,SAS,2018,88.4474182128906
"Literacy rate, youth total (% of people ages 15-24)",South Asia (IDA & IBRD),TSA,2018,88.4474182128906
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa,SSF,2018,77.5456771850586
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2018,77.5441589355469
"Literacy rate, youth total (% of people ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,77.5456771850586
"Literacy rate, youth total (% of people ages 15-24)",Upper middle income,UMC,2018,98.4284896850586
"Literacy rate, youth total (% of people ages 15-24)",World,WLD,2018,91.5552825927734
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Eastern and Southern,AFE,2018,0.973609983921051
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Africa Western and Central,AFW,2018,0.845189988613129
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Arab World,ARB,2018,0.939339995384216
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Central Europe and the Baltics,CEB,2018,1.00063002109528
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Early-demographic dividend,EAR,2018,0.972670018672943
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific,EAS,2018,1.00080001354218
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (excluding high income),EAP,2018,1.00065994262695
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",East Asia & Pacific (IDA & IBRD),TEA,2018,1.00065994262695
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia,ECS,2018,0.99975997209549
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (excluding high income),ECA,2018,0.999469995498657
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Europe & Central Asia (IDA & IBRD),TEC,2018,0.999610006809235
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Fragile and conflict affected situations,FCS,2018,0.888019979000092
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Heavily indebted poor countries (HIPC),HPC,2018,0.917909979820251
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IBRD only,IBD,2018,0.988600015640259
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA & IBRD total,IBT,2018,0.966159999370575
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA blend,IDB,2018,0.870760023593903
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA only,IDX,2018,0.938350021839142
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA total,IDA,2018,0.916069984436035
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Late-demographic dividend,LTE,2018,1.00089001655579
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean,LCN,2018,1.00352001190186
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (excluding high income),LAC,2018,1.00353002548218
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (IDA & IBRD),TLA,2018,1.00358998775482
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Least developed countries: UN classification,LDC,2018,0.931850016117096
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low & middle income,LMY,2018,0.965759992599487
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low income,LIC,2018,0.894659996032715
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Lower middle income,LMC,2018,0.957920014858246
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa,MEA,2018,0.951719999313354
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (excluding high income),MNA,2018,0.946780025959015
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (IDA & IBRD),TMN,2018,0.945840001106262
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle income,MIC,2018,0.974829971790314
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",North America,NAC,2018,0.999040007591248
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",OECD members,OED,2018,1.00032997131348
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Other small states,OSS,2018,1.00190997123718
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Pre-demographic dividend,PRE,2018,0.888059973716736
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Small states,SST,2018,1.00864005088806
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia,SAS,2018,0.949150025844574
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia (IDA & IBRD),TSA,2018,0.949150025844574
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa,SSF,2018,0.925440013408661
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (excluding high income),SSA,2018,0.925440013408661
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,0.925440013408661
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Upper middle income,UMC,2018,0.99905002117157
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",World,WLD,2018,0.970290005207062
"Literacy rate, youth male (% of males ages 15-24)",Africa Eastern and Southern,AFE,2018,83.0206909179688
"Literacy rate, youth male (% of males ages 15-24)",Africa Western and Central,AFW,2018,76.9661483764648
"Literacy rate, youth male (% of males ages 15-24)",Arab World,ARB,2018,87.9051284790039
"Literacy rate, youth male (% of males ages 15-24)",Central Europe and the Baltics,CEB,2018,99.4990386962891
"Literacy rate, youth male (% of males ages 15-24)",Early-demographic dividend,EAR,2018,92.5577697753906
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific,EAS,2018,98.5642318725586
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (excluding high income),EAP,2018,98.7001266479492
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2018,98.6826934814453
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia,ECS,2018,99.7155685424805
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (excluding high income),ECA,2018,99.8744964599609
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2018,99.8514785766602
"Literacy rate, youth male (% of males ages 15-24)",Fragile and conflict affected situations,FCS,2018,78.6366806030273
"Literacy rate, youth male (% of males ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2018,78.8191680908203
"Literacy rate, youth male (% of males ages 15-24)",IBRD only,IBD,2018,96.2862091064453
"Literacy rate, youth male (% of males ages 15-24)",IDA & IBRD total,IBT,2018,92.1093902587891
"Literacy rate, youth male (% of males ages 15-24)",IDA blend,IDB,2018,82.5467529296875
"Literacy rate, youth male (% of males ages 15-24)",IDA only,IDX,2018,82.3707580566406
"Literacy rate, youth male (% of males ages 15-24)",IDA total,IDA,2018,82.4293212890625
"Literacy rate, youth male (% of males ages 15-24)",Late-demographic dividend,LTE,2018,99.3899612426758
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean,LCN,2018,98.2905578613281
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2018,98.280632019043
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2018,98.293586730957
"Literacy rate, youth male (% of males ages 15-24)",Least developed countries: UN classification,LDC,2018,80.9352493286133
"Literacy rate, youth male (% of males ages 15-24)",Low & middle income,LMY,2018,92.0489730834961
"Literacy rate, youth male (% of males ages 15-24)",Low income,LIC,2018,77.1775131225586
"Literacy rate, youth male (% of males ages 15-24)",Lower middle income,LMC,2018,90.8916397094727
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa,MEA,2018,91.9569320678711
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (excluding high income),MNA,2018,90.8834533691406
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2018,90.7615737915039
"Literacy rate, youth male (% of males ages 15-24)",Middle income,MIC,2018,93.9869079589844
"Literacy rate, youth male (% of males ages 15-24)",North America,NAC,2018,99.6552124023438
"Literacy rate, youth male (% of males ages 15-24)",OECD members,OED,2018,99.1690673828125
"Literacy rate, youth male (% of males ages 15-24)",Other small states,OSS,2018,90.1017990112305
"Literacy rate, youth male (% of males ages 15-24)",Pre-demographic dividend,PRE,2018,78.5370635986328
"Literacy rate, youth male (% of males ages 15-24)",Small states,SST,2018,91.1333084106445
"Literacy rate, youth male (% of males ages 15-24)",South Asia,SAS,2018,90.6980590820312
"Literacy rate, youth male (% of males ages 15-24)",South Asia (IDA & IBRD),TSA,2018,90.6980590820312
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa,SSF,2018,80.5856399536133
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2018,80.5842895507812
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2018,80.5856399536133
"Literacy rate, youth male (% of males ages 15-24)",Upper middle income,UMC,2018,98.4732971191406
"Literacy rate, youth male (% of males ages 15-24)",World,WLD,2018,92.9109191894531
"Youth illiterate population, 15-24 years, female (number)",Arab World,ARB,2018,6956813.0
"Youth illiterate population, 15-24 years, female (number)",Early-demographic dividend,EAR,2018,26939561.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific,EAS,2018,1990767.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (excluding high income),EAP,2018,1689014.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (IDA & IBRD),TEA,2018,1689069.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia,ECS,2018,175349.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (excluding high income),ECA,2018,63084.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (IDA & IBRD),TEC,2018,72704.0
"Youth illiterate population, 15-24 years, female (number)",Fragile and conflict affected situations,FCS,2018,22373582.0
"Youth illiterate population, 15-24 years, female (number)",Heavily indebted poor countries (HIPC),HPC,2018,22434029.0
"Youth illiterate population, 15-24 years, female (number)",IBRD only,IBD,2018,16492060.0
"Youth illiterate population, 15-24 years, female (number)",IDA & IBRD total,IBT,2018,55783314.0
"Youth illiterate population, 15-24 years, female (number)",IDA blend,IDB,2018,13625079.0
"Youth illiterate population, 15-24 years, female (number)",IDA only,IDX,2018,25666175.0
"Youth illiterate population, 15-24 years, female (number)",IDA total,IDA,2018,39294084.0
"Youth illiterate population, 15-24 years, female (number)",Late-demographic dividend,LTE,2018,782650.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean,LCN,2018,676934.0
